,P,I,V,Q,N,L,Q,G,Q,M,V,H,Q,A,I,S,P,R,T,L,N,A,W,V,K,V,V,E,E,K,A,F,S,P,E,V,I,P,M,F,S,A,L,S,E,G,A,T,P,Q,D,L,N,T,M,L,N,T,V,G,G,H,Q,A,A,M,Q,M,L,K,E,T,I,N,E,E,A,A,E,W,D,R,L,H,P,V,H,A,G,P,I,A,A,G,Q,M,R,E,P,R,G,S,D,I,A,G,T,T,S,T,L,Q,E,Q,I,G,W,M,T,H,N,P,P,I,P,V,G,E,I,Y,K,R,W,I,I,L,G,L,N,K,I,V,R,M,Y
E,0.3982359766960144,0.42605146765708923,0.4681139588356018,0.5223879218101501,0.47693344950675964,0.4918588399887085,0.4789687395095825,0.5474897623062134,0.44097691774368286,0.4308004379272461,0.48032552003860474,0.4362278878688812,0.5061058402061462,0.45386695861816406,0.446404367685318,0.4667569696903229,0.43283572793006897,0.45251017808914185,0.41383981704711914,0.45522385835647583,0.4789687395095825,0.43962007761001587,0.44708266854286194,0.46472182869911194,0.43215736746788025,0.5481683015823364,0.4721844792366028,0.4497963488101959,0.4545453190803528,0.41994571685791016,0.48982346057891846,0.4491179585456848,0.5027136206626892,0.4213024973869324,0.431478887796402,0.4497963488101959,0.45386701822280884,0.48303934931755066,0.39891451597213745,0.49457260966300964,0.41044777631759644,0.5210312008857727,0.4721844792366028,0.4755765497684479,0.4063771665096283,0.4701491892337799,0.4966078996658325,0.45318856835365295,0.3948439061641693,0.43894162774086,0.4084123969078064,0.4674355089664459,0.4267299175262451,0.4816824197769165,0.3819538354873657,0.4735412299633026,0.44640427827835083,0.4667569696903229,0.48575302958488464,0.5081411600112915,0.44776105880737305,0.40366342663764954,0.45929431915283203,0.4701491892337799,0.5217095613479614,0.41316136717796326,0.5101763010025024,0.39823606610298157,0.4674355089664459,0.4396200180053711,0.3962007462978363,0.4090908467769623,0.4945724606513977,0.4219808578491211,0.4090908467769623,0.39213016629219055,0.4633650481700897,0.5264585614204407,0.3833106756210327,0.4321572780609131,0.44640427827835083,0.3934870660305023,0.44504737854003906,0.46404343843460083,0.42265939712524414,0.3948439061641693,0.40027135610580444,0.44097691774368286,0.46472182869911194,0.3989144265651703,0.6560378670692444,0.17028489708900452,0.5936227440834045,0.25576648116111755,0.5325644016265869,0.4443690776824951,0.4647217392921448,0.3758479356765747,0.4654002785682678,0.43080052733421326,0.46200814843177795,0.40230658650398254,0.4633650481700897,0.4586159288883209,0.4667569696903229,0.4552237093448639,0.44165539741516113,0.44369053840637207,0.43826308846473694,0.4213024973869324,0.45929431915283203,0.48371773958206177,0.4694707989692688,0.4477611184120178,0.4993215799331665,0.3941654562950134,0.44504737854003906,0.42876529693603516,0.4613296091556549,0.4274083077907562,0.44436898827552795,0.3989144265651703,0.38941648602485657,0.49457260966300964,0.45251011848449707,0.44436898827552795,0.47964712977409363,0.4213024973869324,0.4762549102306366,0.46540018916130066,0.4267300069332123,0.38127535581588745,0.4552237093448639,0.5169605612754822,0.4701491892337799,0.4871099293231964,0.4355495572090149,0.49185892939567566,0.430122047662735,0.40366342663764954,0.4382631778717041,0.43826308846473694,0.43351420760154724,0.3962007462978363,0.48914510011672974
G,0.39213016629219055,0.41994571685791016,0.462007999420166,0.5162822008132935,0.47082754969596863,0.48575302958488464,0.4728628695011139,0.5413839817047119,0.43487104773521423,0.424694687128067,0.47421976923942566,0.430122047662735,0.4999999701976776,0.44776105880737305,0.4402984082698822,0.4606512188911438,0.4267300069332123,0.44640427827835083,0.4077339470386505,0.4491179585456848,0.4728628695011139,0.4335141181945801,0.44097691774368286,0.4586159288883209,0.42605161666870117,0.5420622229576111,0.4660787284374237,0.44369059801101685,0.4484395980834961,0.41383981704711914,0.48371773958206177,0.4430120885372162,0.4966077506542206,0.4151967465877533,0.4253730773925781,0.44369059801101685,0.44776105880737305,0.47693344950675964,0.39280861616134644,0.4884665608406067,0.4043418765068054,0.5149254202842712,0.46607857942581177,0.4694707989692688,0.4002712666988373,0.46404343843460083,0.49050185084342957,0.44708266854286194,0.38873809576034546,0.4328356683254242,0.4023066461086273,0.46132975816726685,0.42062410712242126,0.4755765497684479,0.3758479952812195,0.4674355089664459,0.44029855728149414,0.4606512188911438,0.47964712977409363,0.5020350813865662,0.44165530800819397,0.39755767583847046,0.45318856835365295,0.46404343843460083,0.5156036615371704,0.4070556163787842,0.5040705800056458,0.39213016629219055,0.4613296091556549,0.4335141181945801,0.39009493589401245,0.40298494696617126,0.48846670985221863,0.4158751368522644,0.4029850363731384,0.3860243558883667,0.45725899934768677,0.5203527808189392,0.3772047758102417,0.42605146765708923,0.4402984082698822,0.38738125562667847,0.43894147872924805,0.4579375386238098,0.4165534973144531,0.3887380361557007,0.39416539669036865,0.43487104773521423,0.4586159288883209,0.39280855655670166,0.6499320864677429,0.1641789972782135,0.5875168442726135,0.24966074526309967,0.5264585614204407,0.43826308846473694,0.4586159288883209,0.36974218487739563,0.45929431915283203,0.424694687128067,0.45590224862098694,0.39620083570480347,0.45725899934768677,0.45251017808914185,0.4606512188911438,0.4491179585456848,0.43554940819740295,0.4375847280025482,0.43215736746788025,0.4151967465877533,0.45318856835365295,0.4776119887828827,0.4633648991584778,0.44165530800819397,0.4932156801223755,0.3880595564842224,0.43894162774086,0.42265939712524414,0.45522385835647583,0.4213024973869324,0.43826308846473694,0.39280861616134644,0.3833106756210327,0.48846670985221863,0.44640427827835083,0.43826308846473694,0.47354137897491455,0.4151967465877533,0.4701491892337799,0.45929431915283203,0.42062410712242126,0.3751695454120636,0.4491179585456848,0.5108548402786255,0.46404343843460083,0.48100391030311584,0.42944368720054626,0.4857528805732727,0.42401617765426636,0.3975575268268585,0.43215736746788025,0.43215736746788025,0.427408367395401,0.39009493589401245,0.48303934931755066
M,0.5732700228691101,0.6010854244232178,0.6431478261947632,0.6974219679832458,0.6519674062728882,0.6668927073478699,0.6540027260780334,0.7225236892700195,0.6160107851028442,0.6058343648910522,0.6553595662117004,0.6112618446350098,0.6811398267745972,0.6289008855819702,0.6214381456375122,0.6417909860610962,0.6078696846961975,0.6275440454483032,0.5888736844062805,0.6302577257156372,0.6540026068687439,0.6146538853645325,0.6221166253089905,0.6397556662559509,0.6071912050247192,0.7232020497322083,0.6472183465957642,0.6248303055763245,0.6295793056488037,0.5949795842170715,0.6648574471473694,0.6241519451141357,0.6777476072311401,0.5963364243507385,0.6065127849578857,0.6248303055763245,0.6289008855819702,0.6580731272697449,0.5739483833312988,0.6696064472198486,0.5854816436767578,0.6960651278495789,0.6472184062004089,0.6506105661392212,0.5814110636711121,0.6451831459999084,0.6716417074203491,0.6282225251197815,0.5698778033256531,0.6139755249023438,0.5834463238716125,0.6424693465232849,0.6017638444900513,0.6567164063453674,0.5569877028465271,0.6485751867294312,0.6214381456375122,0.6417909264564514,0.6607869267463684,0.6831749677658081,0.6227949857711792,0.5786973834037781,0.6343282461166382,0.6451831459999084,0.6967434883117676,0.5881953239440918,0.6852102279663086,0.5732699036598206,0.6424694657325745,0.6146539449691772,0.5712347030639648,0.5841248035430908,0.6696064472198486,0.5970149040222168,0.584124743938446,0.5671641230583191,0.6383988261222839,0.7014924883842468,0.5583446025848389,0.6071912050247192,0.6214382648468018,0.5685209631919861,0.6200813055038452,0.6390773057937622,0.5976932644844055,0.5698778033256531,0.5753052234649658,0.6160109043121338,0.6397557854652405,0.5739483833312988,0.8310718536376953,0.3453187644481659,0.7686567306518555,0.4308004379272461,0.7075982689857483,0.6194028854370117,0.6397557854652405,0.5508818626403809,0.6404341459274292,0.6058343648910522,0.6370419859886169,0.5773404240608215,0.6383988261222839,0.6336498856544495,0.6417909860610962,0.6302577257156372,0.6166892051696777,0.6187244653701782,0.6132970452308655,0.5963364243507385,0.6343282461166382,0.6587516069412231,0.6445046663284302,0.6227951049804688,0.6743555068969727,0.5691993832588196,0.6200813055038452,0.6037991046905518,0.6363635659217834,0.6024422645568848,0.6194029450416565,0.5739483833312988,0.5644503831863403,0.6696064472198486,0.6275440454483032,0.6194029450416565,0.6546811461448669,0.5963364839553833,0.6512889266014099,0.6404341459274292,0.6017638444900513,0.5563092827796936,0.6302577257156372,0.6919944286346436,0.6451831459999084,0.6621437668800354,0.6105833649635315,0.6668927669525146,0.6051560044288635,0.5786973834037781,0.6132970452308655,0.6132970452308655,0.6085481643676758,0.5712347030639648,0.6641790270805359
N,0.49728628993034363,0.5251017212867737,0.5671641230583191,0.6214382648468018,0.5759835839271545,0.5909090042114258,0.5780189037322998,0.6465400457382202,0.5400270819664001,0.5298507213592529,0.5793758034706116,0.5352780818939209,0.6051560044288635,0.5529171228408813,0.5454544425010681,0.5658072829246521,0.5318859815597534,0.5515603423118591,0.5128899812698364,0.5542740225791931,0.5780189037322998,0.5386701822280884,0.5461329221725464,0.5637719631195068,0.5312075018882751,0.6472184062004089,0.5712346434593201,0.5488466620445251,0.5535955429077148,0.5189958810806274,0.5888738036155701,0.5481681823730469,0.6017637848854065,0.5203527212142944,0.5305291414260864,0.5488466620445251,0.5529171824455261,0.5820896029472351,0.49796465039253235,0.5936227440834045,0.5094979405403137,0.6200814843177795,0.5712346434593201,0.5746268630027771,0.5054273009300232,0.5691995024681091,0.5956578850746155,0.5522388219833374,0.4938940703868866,0.5379917621612549,0.5074626207351685,0.5664856433868408,0.5257801413536072,0.5807325839996338,0.4810039699077606,0.5725915431976318,0.5454544425010681,0.5658072829246521,0.5848031640052795,0.6071911454200745,0.5468113422393799,0.5027136206626892,0.5583446025848389,0.5691995024681091,0.6207597255706787,0.5122116208076477,0.6092265844345093,0.49728620052337646,0.5664857029914856,0.5386702418327332,0.49525097012519836,0.5081411004066467,0.5936227440834045,0.5210310816764832,0.5081409811973572,0.4911803901195526,0.5624150633811951,0.6255088448524475,0.48236083984375,0.5312075018882751,0.5454545021057129,0.4925372302532196,0.5440976619720459,0.5630936026573181,0.5217096209526062,0.4938940703868866,0.49932149052619934,0.5400270819664001,0.5637719631195068,0.49796465039253235,0.7550881505012512,0.26933497190475464,0.6926729679107666,0.3548167943954468,0.6316145658493042,0.5434192419052124,0.5637720227241516,0.47489815950393677,0.5644504427909851,0.5298506617546082,0.5610582828521729,0.5013567209243774,0.5624150633811951,0.5576661825180054,0.5658072829246521,0.5542740225791931,0.5407054424285889,0.5427408218383789,0.5373133420944214,0.5203527212142944,0.5583445429801941,0.582767903804779,0.5685209631919861,0.5468113422393799,0.5983717441558838,0.4932156801223755,0.5440976619720459,0.5278154611587524,0.5603798627853394,0.5264585614204407,0.5434192419052124,0.49796465039253235,0.48846670985221863,0.5936227440834045,0.5515603423118591,0.5434192419052124,0.5786972641944885,0.5203527212142944,0.5753052234649658,0.5644504427909851,0.5257801413536072,0.4803255498409271,0.5542740225791931,0.6160107254981995,0.5691993832588196,0.5861599445343018,0.5345996618270874,0.5909090042114258,0.5291722416877747,0.5027136206626892,0.5373134016990662,0.5373133420944214,0.5325643420219421,0.49525097012519836,0.5881953239440918
I,0.40094974637031555,0.428765207529068,0.47082754969596863,0.5251017808914185,0.47964712977409363,0.4945725202560425,0.4816824197769165,0.5502034425735474,0.44369059801101685,0.433514267206192,0.48303934931755066,0.43894147872924805,0.5088195204734802,0.45658063888549805,0.4491179585456848,0.4694707989692688,0.4355494976043701,0.45522385835647583,0.4165534973144531,0.4579375386238098,0.4816824197769165,0.4423336982727051,0.4497963488101959,0.4674355089664459,0.43487104773521423,0.5508818030357361,0.47489815950393677,0.45251017808914185,0.45725899934768677,0.4226592481136322,0.4925372898578644,0.4518316388130188,0.5054273009300232,0.4240163266658783,0.4341926574707031,0.45251017808914185,0.45658063888549805,0.48575302958488464,0.40162819623947144,0.4972861409187317,0.4131614565849304,0.5237448811531067,0.47489815950393677,0.4782903790473938,0.4090907871723175,0.4728628695011139,0.49932143092155457,0.45590224862098694,0.3975575864315033,0.4416552484035492,0.41112613677978516,0.47014933824539185,0.42944368720054626,0.4843961000442505,0.3846675157546997,0.47625505924224854,0.4491179585456848,0.4694707989692688,0.48846670985221863,0.5108546614646912,0.45047473907470703,0.4063771665096283,0.46200814843177795,0.4728628695011139,0.5244232416152954,0.4158751368522644,0.5128901600837708,0.40094974637031555,0.4701491892337799,0.4423336982727051,0.3989144265651703,0.41180452704429626,0.49728628993034363,0.424694687128067,0.4118046164512634,0.3948439061641693,0.46607857942581177,0.5291723608970642,0.3860243558883667,0.43487104773521423,0.4491179585456848,0.3962007462978363,0.44776105880737305,0.4667569696903229,0.4253730773925781,0.3975575268268585,0.40298494696617126,0.44369059801101685,0.4674355089664459,0.4016281068325043,0.6587516665458679,0.1729985773563385,0.5963364243507385,0.25848034024238586,0.5352780818939209,0.44708266854286194,0.4674355089664459,0.37856167554855347,0.46811386942863464,0.4335141181945801,0.4647216796875,0.40502026677131653,0.46607857942581177,0.4613296091556549,0.4694707989692688,0.4579375386238098,0.44436898827552795,0.44640427827835083,0.44097691774368286,0.42401623725891113,0.46200814843177795,0.4864315688610077,0.4721844792366028,0.45047488808631897,0.5020352602005005,0.3968792259693146,0.447761207818985,0.4314788281917572,0.4640432894229889,0.430122047662735,0.44708266854286194,0.40162819623947144,0.39213016629219055,0.49728628993034363,0.45522379875183105,0.44708266854286194,0.48236095905303955,0.42401623725891113,0.4789687395095825,0.46811386942863464,0.42944368720054626,0.3839891254901886,0.4579375386238098,0.5196742415428162,0.4728628695011139,0.48982346057891846,0.43826308846473694,0.4945724606513977,0.43283572793006897,0.4063771069049835,0.44097691774368286,0.4409767687320709,0.436227947473526,0.39891451597213745,0.4918587803840637
V,0.4959293603897095,0.5237448811531067,0.5658072829246521,0.6200813055038452,0.5746268630027771,0.5895521640777588,0.576662003993988,0.6451831459999084,0.5386703014373779,0.5284938216209412,0.5780189037322998,0.5339211821556091,0.6037991046905518,0.5515603423118591,0.5440976619720459,0.5644503831863403,0.5305289626121521,0.5502034425735474,0.5115332007408142,0.5529172420501709,0.5766621232032776,0.5373134016990662,0.5447760820388794,0.5624151825904846,0.5298507213592529,0.6458615064620972,0.5698778629302979,0.5474897623062134,0.5522387027740479,0.5176389813423157,0.5875168442726135,0.5468113422393799,0.6004070043563843,0.5189958810806274,0.5291722416877747,0.5474897623062134,0.5515603423118591,0.5807327628135681,0.4966078996658325,0.5922658443450928,0.5081411600112915,0.6187245845794678,0.5698777437210083,0.5732699036598206,0.5040705800056458,0.5678425431251526,0.594301164150238,0.5508818030357361,0.4925372302532196,0.5366350412368774,0.5061057209968567,0.565128743648529,0.5244232416152954,0.5793758034706116,0.47964712977409363,0.5712346434593201,0.5440976619720459,0.5644503831863403,0.5834464430809021,0.6058343648910522,0.5454544425010681,0.5013567209243774,0.5569878220558167,0.5678425431251526,0.6194029450416565,0.5108546614646912,0.6078696846961975,0.4959295094013214,0.5651288628578186,0.5373132824897766,0.49389412999153137,0.5067842602729797,0.5922658443450928,0.5196742415428162,0.5067841410636902,0.4898236095905304,0.5610582828521729,0.6241519451141357,0.4810039699077606,0.5298507213592529,0.5440976619720459,0.4911803901195526,0.5427407622337341,0.5617367029190063,0.5203527808189392,0.4925372898578644,0.49796465039253235,0.5386703014373779,0.5624151825904846,0.4966078996658325,0.7537312507629395,0.2679782807826996,0.6913161277770996,0.353459894657135,0.630257785320282,0.5420624017715454,0.5624150633811951,0.4735412299633026,0.5630936026573181,0.5284938216209412,0.5597013831138611,0.4999999701976776,0.5610582828521729,0.5563093423843384,0.5644503831863403,0.5529171228408813,0.5393487215042114,0.5413839817047119,0.535956621170044,0.5189957022666931,0.5569878220558167,0.5814109444618225,0.5671641826629639,0.5454544425010681,0.5970149636268616,0.4918587803840637,0.5427407622337341,0.5264585614204407,0.5590230226516724,0.5251016020774841,0.5420624017715454,0.4966077506542206,0.4871097803115845,0.5922659635543823,0.5502034425735474,0.5420624017715454,0.5773403644561768,0.5189958810806274,0.573948323726654,0.5630936026573181,0.524423360824585,0.4789687395095825,0.5529171228408813,0.6146538257598877,0.5678425431251526,0.5848031640052795,0.5332428216934204,0.5895521640777588,0.5278152823448181,0.5013568997383118,0.5359565019607544,0.5359565019607544,0.5312075018882751,0.4938940703868866,0.5868384838104248
E,0.4782903790473938,0.5061057806015015,0.5481681823730469,0.60244220495224,0.5569877028465271,0.5719130635261536,0.5590230226516724,0.6275439858436584,0.5210312008857727,0.5108546614646912,0.5603797435760498,0.5162821412086487,0.5861601233482361,0.5339213609695435,0.5264585614204407,0.5468113422393799,0.5128900408744812,0.5325644016265869,0.49389421939849854,0.5352780222892761,0.5590230226516724,0.5196742415428162,0.5271369814872742,0.5447760820388794,0.5122116208076477,0.6282225251197815,0.5522387027740479,0.5298506617546082,0.5345997214317322,0.4999999701976776,0.5698778629302979,0.5291723608970642,0.582767903804779,0.5013567209243774,0.5115332007408142,0.5298506617546082,0.5339211821556091,0.5630936026573181,0.4789687395095825,0.5746268630027771,0.49050194025039673,0.6010854244232178,0.5522387027740479,0.5556308627128601,0.48643141984939575,0.5502034425735474,0.5766621232032776,0.5332428812980652,0.47489815950393677,0.5189958810806274,0.48846670985221863,0.5474897623062134,0.5067842602729797,0.5617367029190063,0.4620080590248108,0.5535956621170044,0.5264585614204407,0.5468112826347351,0.5658072829246521,0.5881953835487366,0.5278154611587524,0.48371773958206177,0.5393487215042114,0.5502034425735474,0.6017639636993408,0.4932156801223755,0.5902305245399475,0.47829028964042664,0.5474898219108582,0.5196743607521057,0.47625505924224854,0.4891451597213745,0.5746266841888428,0.5020352005958557,0.48914510011672974,0.4721844792366028,0.5434193015098572,0.6065127849578857,0.4633648991584778,0.5122116208076477,0.5264585614204407,0.4735413193702698,0.5251017808914185,0.5440976619720459,0.5027136206626892,0.47489815950393677,0.4803255796432495,0.5210312008857727,0.5447760820388794,0.47896867990493774,0.7360921502113342,0.2503391206264496,0.6736769676208496,0.335820734500885,0.6126186847686768,0.5244232416152954,0.5447759628295898,0.45590224862098694,0.5454544425010681,0.5108547806739807,0.5420624017715454,0.4823608100414276,0.5434193015098572,0.5386702418327332,0.5468112230300903,0.5352779626846313,0.5217095613479614,0.5237448811531067,0.5183173418045044,0.5013567805290222,0.5393486022949219,0.5637719631195068,0.5495250225067139,0.5278154015541077,0.5793758034706116,0.47421976923942566,0.5251016020774841,0.5088195204734802,0.5413839221000671,0.5074626207351685,0.5244232416152954,0.47896867990493774,0.46947070956230164,0.5746268630027771,0.5325644016265869,0.5244233012199402,0.5597013831138611,0.5013567209243774,0.5563093423843384,0.5454546213150024,0.5067841410636902,0.4613296389579773,0.5352779626846313,0.597014844417572,0.5502034425735474,0.5671641826629639,0.5156038403511047,0.5719131827354431,0.5101763010025024,0.48371773958206177,0.5183174014091492,0.5183174014091492,0.5135684609413147,0.47625505924224854,0.5691993236541748
A,0.4701491892337799,0.49796465039253235,0.5400270819664001,0.5943012833595276,0.5488466620445251,0.5637719631195068,0.5508819818496704,0.6194029450416565,0.5128899812698364,0.5027136206626892,0.5522388815879822,0.5081409811973572,0.5780189037322998,0.5257801413536072,0.5183175206184387,0.5386703014373779,0.5047489404678345,0.5244232416152954,0.48575302958488464,0.527137041091919,0.5508818030357361,0.5115332007408142,0.5189958810806274,0.5366350412368774,0.5040704011917114,0.6200813055038452,0.5440975427627563,0.5217095613479614,0.5264585614204407,0.4918587803840637,0.5617367029190063,0.5210312008857727,0.5746268630027771,0.49321553111076355,0.5033920407295227,0.5217095613479614,0.5257801413536072,0.5549523830413818,0.47082754969596863,0.5664856433868408,0.4823608100414276,0.5929442048072815,0.5440976619720459,0.5474897623062134,0.47829023003578186,0.5420624017715454,0.5685209631919861,0.5251016020774841,0.46675702929496765,0.5108546614646912,0.48032552003860474,0.5393485426902771,0.4986431896686554,0.5535956621170044,0.45386695861816406,0.5454544425010681,0.5183173418045044,0.5386701822280884,0.5576662421226501,0.5800542235374451,0.5196742415428162,0.4755765497684479,0.5312075018882751,0.5420622229576111,0.5936227440834045,0.4850744903087616,0.5820894837379456,0.4701492488384247,0.5393487215042114,0.5115332007408142,0.46811386942863464,0.4810040593147278,0.5664858222007751,0.49389421939849854,0.4810039699077606,0.46404343843460083,0.5352780818939209,0.5983715653419495,0.45522385835647583,0.5040705800056458,0.5183175206184387,0.46540018916130066,0.5169605612754822,0.5359565019607544,0.49457260966300964,0.4667569696903229,0.4721844792366028,0.5128899812698364,0.5366350412368774,0.4708276391029358,0.727951169013977,0.24219809472560883,0.6655359268188477,0.32767969369888306,0.6044774651527405,0.5162822008132935,0.5366348624229431,0.44776105880737305,0.5373134016990662,0.5027136206626892,0.5339211821556091,0.4742196202278137,0.5352780818939209,0.5305291414260864,0.5386703014373779,0.527137041091919,0.5135685205459595,0.5156038403511047,0.5101763010025024,0.4932156801223755,0.5312075018882751,0.5556308031082153,0.5413839817047119,0.5196742415428162,0.5712346434593201,0.46607857942581177,0.5169605612754822,0.5006783604621887,0.5332428216934204,0.4993215799331665,0.5162822008132935,0.47082754969596863,0.4613296091556549,0.5664856433868408,0.5244232416152954,0.5162822008132935,0.5515603423118591,0.4932156801223755,0.5481681227684021,0.5373134016990662,0.49864304065704346,0.4531884789466858,0.527137041091919,0.5888738036155701,0.5420624017715454,0.5590230226516724,0.5074626207351685,0.5637719631195068,0.5020352602005005,0.4755765497684479,0.5101763010025024,0.5101763010025024,0.5054274797439575,0.4681140184402466,0.5610582828521729
M,0.5691993832588196,0.597014844417572,0.6390773057937622,0.6933513879776001,0.6478968262672424,0.6628221869468689,0.6499320864677429,0.7184531092643738,0.6119402647018433,0.6017638444900513,0.6512889266014099,0.6071912050247192,0.6770691275596619,0.6248303055763245,0.6173676252365112,0.6377204656600952,0.6037991642951965,0.6234735250473022,0.5848031640052795,0.6261871457099915,0.6499320864677429,0.6105833649635315,0.6180461049079895,0.6356850862503052,0.6031206846237183,0.7191315293312073,0.6431478261947632,0.6207597851753235,0.6255087852478027,0.5909090042114258,0.6607869267463684,0.6200813055038452,0.6736770868301392,0.5922659039497375,0.6024422645568848,0.6207597851753235,0.6248303055763245,0.6540026068687439,0.5698778033256531,0.6655358672142029,0.5814110636711121,0.6919945478439331,0.6431478261947632,0.6465399861335754,0.5773404836654663,0.6411125063896179,0.6675711870193481,0.6241518259048462,0.5658072233200073,0.609904944896698,0.5793758034706116,0.6383988261222839,0.5976932644844055,0.6526457667350769,0.5529171824455261,0.6445046067237854,0.6173676252365112,0.6377204060554504,0.6567162871360779,0.6791045069694519,0.6187244653701782,0.5746268033981323,0.6302577257156372,0.6411125063896179,0.6926729083061218,0.584124743938446,0.6811396479606628,0.5691993832588196,0.6383988261222839,0.6105833649635315,0.5671641230583191,0.5800542831420898,0.6655358672142029,0.592944324016571,0.5800542235374451,0.5630935430526733,0.634328305721283,0.6974219083786011,0.5542740225791931,0.6031206846237183,0.6173676252365112,0.5644504427909851,0.6160107851028442,0.6350067853927612,0.5936226844787598,0.5658072829246521,0.5712347030639648,0.6119402647018433,0.6356850862503052,0.5698778033256531,0.8270012736320496,0.3412482440471649,0.7645860910415649,0.4267299175262451,0.7035277485847473,0.6153323650360107,0.6356850862503052,0.5468113422393799,0.6363635659217834,0.6017638444900513,0.632971465587616,0.5732699036598206,0.6343282461166382,0.6295793056488037,0.6377204656600952,0.6261872053146362,0.6126186847686768,0.6146539449691772,0.6092265248298645,0.5922659039497375,0.6302577257156372,0.6546810865402222,0.6404341459274292,0.618724524974823,0.6702848672866821,0.5651288628578186,0.6160107851028442,0.5997285842895508,0.6322930455207825,0.5983717441558838,0.6153323650360107,0.5698778033256531,0.5603798627853394,0.6655358672142029,0.6234735250473022,0.6153323650360107,0.6506105661392212,0.5922659039497375,0.6472183465957642,0.6363635659217834,0.5976932644844055,0.5522387623786926,0.6261872053146362,0.6879240274429321,0.6411125063896179,0.6580733060836792,0.6065128445625305,0.6628221273422241,0.6010854244232178,0.5746268033981323,0.6092265844345093,0.6092265248298645,0.6044775247573853,0.5671641230583191,0.6601084470748901
E,0.5515603423118591,0.5793758034706116,0.6214381456375122,0.6757122278213501,0.6302576661109924,0.6451831459999084,0.6322929859161377,0.7008139491081238,0.594301164150238,0.584124743938446,0.6336498260498047,0.5895521640777588,0.6594300866127014,0.6071913242340088,0.5997285842895508,0.6200813055038452,0.5861601233482361,0.6058343648910522,0.5671641230583191,0.6085480451583862,0.6322929859161377,0.592944324016571,0.6004070043563843,0.6180460453033447,0.5854816436767578,0.7014925479888916,0.6255087852478027,0.6031206846237183,0.6078696846961975,0.5732699036598206,0.6431478261947632,0.6024422645568848,0.6560378670692444,0.5746267437934875,0.5848032236099243,0.6031206846237183,0.6071912050247192,0.6363635659217834,0.5522387027740479,0.6478968262672424,0.5637719631195068,0.6743553876876831,0.6255087852478027,0.6289008855819702,0.5597013831138611,0.6234734654426575,0.6499320864677429,0.6065127849578857,0.5481681823730469,0.5922658443450928,0.5617367625236511,0.6207597851753235,0.5800542831420898,0.6350067257881165,0.5352780818939209,0.6268657445907593,0.5997285842895508,0.6200813055038452,0.6390772461891174,0.6614653468132019,0.6010854840278625,0.5569877624511719,0.6126186847686768,0.6234734058380127,0.6750339269638062,0.5664857029914856,0.6635006070137024,0.5515603423118591,0.6207597851753235,0.592944324016571,0.5495250225067139,0.5624151229858398,0.6478967070579529,0.5753052234649658,0.5624151229858398,0.5454545021057129,0.6166892647743225,0.6797828674316406,0.5366349220275879,0.5854816436767578,0.5997285842895508,0.5468113422393799,0.5983718037605286,0.6173676252365112,0.5759837031364441,0.5481681823730469,0.5535956621170044,0.594301164150238,0.6180460453033447,0.5522387027740479,0.8093622326850891,0.3236091136932373,0.7469469308853149,0.40909093618392944,0.6858886480331421,0.5976932644844055,0.6180460453033447,0.5291723012924194,0.6187244653701782,0.5841248035430908,0.6153323650360107,0.5556308627128601,0.6166892647743225,0.6119402647018433,0.6200814247131348,0.6085481643676758,0.5949795842170715,0.5970149040222168,0.591587483882904,0.5746268630027771,0.6126186847686768,0.6370419859886169,0.6227951049804688,0.6010854244232178,0.6526457667350769,0.5474898219108582,0.5983717441558838,0.5820894837379456,0.6146539449691772,0.5807326436042786,0.5976933240890503,0.5522387027740479,0.5427407622337341,0.6478968262672424,0.6058343648910522,0.5976932644844055,0.632971465587616,0.5746267437934875,0.6295793652534485,0.6187244653701782,0.5800542235374451,0.5345996618270874,0.6085481643676758,0.6702849268913269,0.6234735250473022,0.6404341459274292,0.5888738036155701,0.6451831459999084,0.5834463238716125,0.5569877028465271,0.591587483882904,0.591587483882904,0.58683842420578,0.5495250225067139,0.6424694657325745
